Raca,Sexo,Idade,peso_kg,porte_animal,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,caminhada_diaria_km,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Visitas_Anuais_Veterinario,calorias_diarias_RER,Status_Saude,Recomendacao_Racao_IA
Golden Retriever,Macho,2.0,19.5,Médio,Baixo,Úmida,Pedigree,3.22,Sim,Não,14.0,0.0,1.0,649.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Macho,3.0,34.47,Grande,Ativo,Úmida,Purina,4.83,Não,Não,8.0,3.0,2.0,995.82,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Fêmea,7.0,24.04,Médio,Moderado,Especial,Wellness,8.05,Não,Não,14.0,0.0,3.0,759.97,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Fêmea,3.0,14.51,Médio,Ativo,Úmida,Royal Canin,6.44,Não,Não,10.0,1.0,0.0,520.41,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Fêmea,10.0,16.78,Médio,Muito Ativo,Úmida,Hill's Science,4.83,Não,Não,11.0,2.0,2.0,580.35,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Fêmea,4.0,25.4,Grande,Ativo,Especial,Iams,4.83,Não,Não,9.0,0.0,1.0,792.0,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,9.0,34.47,Grande,Baixo,Especial,Purina,0.0,Sim,Não,13.0,3.0,1.0,995.82,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,3.0,14.97,Médio,Ativo,Especial,Blue Buffalo,3.22,Sim,Não,10.0,2.0,1.0,532.74,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Macho,5.0,14.97,Médio,Baixo,Úmida,Purina,6.44,Sim,Não,10.0,1.0,1.0,532.74,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Macho,5.0,17.24,Médio,Moderado,Caseira,Special,6.44,Sim,Não,12.0,2.0,2.0,592.24,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Macho,12.0,18.14,Médio,Baixo,Especial,Purina,3.22,Não,Não,11.0,4.0,1.0,615.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,10.0,24.49,Médio,Muito Ativo,Especial,Special,4.83,Sim,Não,11.0,3.0,1.0,770.62,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Fêmea,2.0,29.48,Grande,Baixo,Especial,Blue Buffalo,1.61,Sim,Sim,9.0,0.0,0.0,885.61,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
SRD (Sem Raça Definida),Macho,7.0,22.68,Médio,Ativo,Especial,Iams,8.05,Não,Não,11.0,2.0,0.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,2.0,25.85,Grande,Ativo,Caseira,Special,0.0,Sim,Não,10.0,1.0,1.0,802.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,8.0,17.24,Médio,Moderado,Ração Seca,Pedigree,3.22,Não,Não,9.0,1.0,2.0,592.24,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,7.0,17.69,Médio,Muito Ativo,Especial,Purina,4.83,Sim,Não,12.0,1.0,2.0,603.8,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,8.0,20.41,Médio,Moderado,Úmida,Royal Canin,3.22,Não,Não,12.0,2.0,0.0,672.17,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,1.0,27.67,Grande,Ativo,Úmida,Wellness,1.61,Não,Não,12.0,2.0,1.0,844.51,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Macho,5.0,19.5,Médio,Ativo,Especial,Purina,8.05,Sim,Não,12.0,0.0,4.0,649.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Fêmea,8.0,41.73,Grande,Moderado,Especial,Royal Canin,3.22,Sim,Não,11.0,3.0,1.0,1149.3,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Doberman,Fêmea,9.0,22.68,Médio,Ativo,Ração Seca,Special,3.22,Não,Não,13.0,0.0,1.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,9.0,11.34,Médio,Muito Ativo,Caseira,Special,4.83,Sim,Não,13.0,1.0,2.0,432.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,Fêmea,11.0,27.22,Grande,Ativo,Caseira,Special,1.61,Não,Não,12.0,1.0,2.0,834.19,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Macho,8.0,29.94,Grande,Ativo,Caseira,Special,1.61,Sim,Não,13.0,2.0,0.0,895.96,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,12.0,15.42,Médio,Baixo,Caseira,Special,4.83,Sim,Não,13.0,2.0,0.0,544.7,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
German Shepherd,Macho,7.0,25.4,Grande,Baixo,Ração Seca,Royal Canin,4.83,Não,Não,9.0,1.0,0.0,792.0,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Beagle,Macho,6.0,28.58,Grande,Baixo,Caseira,Special,3.22,Não,Sim,9.0,2.0,1.0,865.26,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,7.0,17.69,Médio,Baixo,Caseira,Special,3.22,Não,Não,10.0,2.0,4.0,603.8,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,13.0,4.54,Pequeno,Ativo,Caseira,Special,3.22,Sim,Não,10.0,2.0,1.0,217.72,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey"
Yorkshire Terrier,Fêmea,1.0,18.6,Médio,Muito Ativo,Especial,Hill's Science,4.83,Sim,Não,11.0,0.0,1.0,626.95,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,7.0,13.15,Médio,Moderado,Úmida,Blue Buffalo,3.22,Não,Não,14.0,1.0,0.0,483.38,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Fêmea,10.0,23.13,Médio,Ativo,Especial,Royal Canin,6.44,Sim,Não,13.0,3.0,3.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Macho,9.0,27.22,Grande,Moderado,Especial,Nutro,4.83,Sim,Sim,10.0,1.0,0.0,834.19,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Siberian Husky,Macho,8.0,26.31,Grande,Ativo,Caseira,Special,3.22,Sim,Não,11.0,1.0,2.0,813.18,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Macho,4.0,28.58,Grande,Moderado,Ração Seca,Wellness,6.44,Sim,Não,12.0,3.0,2.0,865.26,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Fêmea,6.0,16.78,Médio,Muito Ativo,Úmida,Pedigree,6.44,Sim,Não,11.0,0.0,1.0,580.35,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,10.0,35.83,Grande,Ativo,Ração Seca,Pedigree,4.83,Sim,Não,9.0,1.0,4.0,1025.14,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Siberian Husky,Macho,4.0,16.33,Médio,Baixo,Ração Seca,Hill's Science,4.83,Sim,Não,12.0,0.0,1.0,568.64,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,4.0,9.07,Pequeno,Ativo,Ração Seca,Purina,4.83,Sim,Não,9.0,2.0,1.0,365.85,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey"
Golden Retriever,Macho,7.0,11.79,Médio,Ativo,Especial,Pedigree,4.83,Sim,Não,8.0,2.0,0.0,445.38,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Yorkshire Terrier,Fêmea,9.0,22.68,Médio,Moderado,Especial,Purina,3.22,Não,Não,11.0,2.0,3.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),Fêmea,6.0,22.68,Médio,Moderado,Especial,Nutro,1.61,Não,Não,9.0,1.0,0.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,4.0,12.25,Médio,Moderado,Caseira,Special,1.61,Não,Não,10.0,2.0,0.0,458.35,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,4.0,24.95,Médio,Ativo,Úmida,Purina,0.0,Não,Não,12.0,1.0,0.0,781.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Fêmea,3.0,23.13,Médio,Muito Ativo,Úmida,Nutro,3.22,Não,Não,12.0,1.0,1.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,4.0,19.5,Médio,Ativo,Ração Seca,Purina,3.22,Não,Não,13.0,1.0,1.0,649.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Fêmea,10.0,22.68,Médio,Ativo,Especial,Pedigree,6.44,Não,Não,9.0,3.0,0.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,4.0,28.12,Grande,Ativo,Ração Seca,Blue Buffalo,4.83,Não,Não,11.0,2.0,1.0,854.79,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Macho,7.0,28.12,Grande,Ativo,Úmida,Pedigree,1.61,Sim,Não,12.0,1.0,1.0,854.79,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Chihuahua,Macho,11.0,16.78,Médio,Ativo,Especial,Hill's Science,4.83,Não,Não,10.0,2.0,0.0,580.35,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Fêmea,10.0,25.85,Grande,Baixo,Caseira,Special,9.66,Sim,Não,10.0,1.0,0.0,802.5,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Siberian Husky,Macho,8.0,18.6,Médio,Moderado,Especial,Hill's Science,3.22,Sim,Não,12.0,2.0,0.0,626.95,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Macho,2.0,14.97,Médio,Ativo,Úmida,Purina,0.0,Não,Não,13.0,0.0,1.0,532.74,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,4.0,32.21,Grande,Ativo,Especial,Hill's Science,9.66,Sim,Não,10.0,0.0,1.0,946.44,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Fêmea,3.0,21.32,Médio,Baixo,Úmida,Hill's Science,4.83,Não,Não,14.0,0.0,2.0,694.53,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Macho,3.0,19.96,Médio,Ativo,Caseira,Special,1.61,Sim,Não,10.0,0.0,3.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Macho,10.0,27.67,Grande,Ativo,Úmida,Royal Canin,0.0,Sim,Não,10.0,0.0,2.0,844.51,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,11.0,15.42,Médio,Ativo,Ração Seca,Wellness,1.61,Sim,Não,10.0,1.0,0.0,544.7,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Great Dane,Macho,3.0,35.38,Grande,Baixo,Úmida,Blue Buffalo,8.05,Não,Não,9.0,2.0,2.0,1015.47,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),Fêmea,9.0,21.77,Médio,Ativo,Úmida,Royal Canin,6.44,Sim,Não,10.0,3.0,1.0,705.49,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Yorkshire Terrier,Fêmea,4.0,20.41,Médio,Ativo,Úmida,Special,11.27,Não,Sim,8.0,0.0,2.0,672.17,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,9.0,5.44,Pequeno,Ativo,Caseira,Special,1.61,Não,Não,11.0,2.0,3.0,249.34,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey"
Siberian Husky,Macho,4.0,28.12,Grande,Muito Ativo,Ração Seca,Iams,4.83,Não,Não,13.0,2.0,2.0,854.79,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,12.0,33.57,Grande,Moderado,Especial,Nutro,8.05,Sim,Não,12.0,2.0,0.0,976.25,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Labrador Retriever,Fêmea,7.0,18.14,Médio,Ativo,Ração Seca,Royal Canin,1.61,Não,Não,10.0,1.0,4.0,615.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,11.0,28.12,Grande,Baixo,Especial,Pedigree,1.61,Não,Não,11.0,3.0,3.0,854.79,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Fêmea,7.0,8.62,Pequeno,Baixo,Úmida,Nutro,8.05,Sim,Não,14.0,2.0,1.0,352.15,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Yorkshire Terrier,Macho,8.0,22.68,Médio,Ativo,Especial,Iams,3.22,Sim,Não,11.0,2.0,3.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Fêmea,7.0,38.1,Grande,Ativo,Especial,Wellness,0.0,Não,Não,12.0,1.0,3.0,1073.47,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Fêmea,10.0,26.76,Grande,Baixo,Especial,Hill's Science,1.61,Não,Não,12.0,1.0,1.0,823.59,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Fêmea,4.0,10.43,Médio,Muito Ativo,Especial,Nutro,4.83,Sim,Não,13.0,3.0,2.0,406.27,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,2.0,29.94,Grande,Ativo,Ração Seca,Iams,3.22,Não,Não,10.0,3.0,0.0,895.96,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,9.0,29.48,Grande,Moderado,Úmida,Hill's Science,8.05,Não,Não,14.0,0.0,0.0,885.61,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Poodle,Macho,5.0,14.97,Médio,Muito Ativo,Úmida,Royal Canin,3.22,Não,Não,12.0,2.0,2.0,532.74,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,13.0,26.31,Grande,Moderado,Caseira,Special,3.22,Não,Não,12.0,2.0,0.0,813.18,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Fêmea,12.0,21.32,Médio,Baixo,Úmida,Special,4.83,Não,Não,10.0,0.0,2.0,694.53,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,2.0,22.68,Médio,Moderado,Especial,Wellness,3.22,Não,Não,10.0,3.0,3.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Macho,7.0,28.58,Grande,Ativo,Caseira,Special,0.0,Não,Não,9.0,3.0,2.0,865.26,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,2.0,23.13,Médio,Ativo,Ração Seca,Blue Buffalo,3.22,Sim,Não,10.0,1.0,0.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Fêmea,12.0,21.32,Médio,Ativo,Ração Seca,Special,3.22,Sim,Não,12.0,0.0,0.0,694.53,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Boxer,Fêmea,6.0,30.39,Grande,Ativo,Ração Seca,Pedigree,3.22,Não,Sim,11.0,1.0,4.0,906.04,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,7.0,27.67,Grande,Muito Ativo,Especial,Blue Buffalo,1.61,Não,Não,11.0,1.0,2.0,844.51,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
